caption,ownerFullName,ownerUsername,url,commentsCount,firstComment,likesCount,timestamp,queryTag
"🌳 Sí es posible planear ciudades respetando la naturaleza. Con el Túnel Verde en Envigado lo demostramos: estaciones de Metroplús más verdes, bellas y amables con los usuarios.

🍀 La defensa de la naturaleza es una de mis banderas en el Congreso.

Si quieres que nuestro sistema de transporte público sea amigable con los árboles, mira la cara de Galán y vota 111 por el Nuevo Liberalismo❤️",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DSS267riWSa/,21,"Paisas hachepés, por fin copiaron las estaciones de TransMilenio en cuanto a su vegetación que no son todas pero sí unas 40 .",539,2025-12-15T18:47:05.000Z,
"El turismo sin control pone en riesgo a las comunidades y a la naturaleza, así lo muestra Benito en su último álbum. Por eso, junto a @davalho, llevamos al Congreso la Ley de Turismo Sostenible, un proyecto para poner reglas claras, ordenar el sector y lograr que su crecimiento beneficie a todos.

Si no actuamos hoy, mañana Medellín será solo un bonito recuerdo para Instagram.

Defendamos Antioquia antes de que nos borren del mapa.

Mira la cara de Galán y marca el 111 ❤️
 #camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DT0HDuQEUED/,21,Y ni que decir del aire que respiramos en Medellín 😔,456,2026-01-22T13:13:47.000Z,
Pandemics 🦎,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/B_s1B2ijJrN/,21,Que luz más bonita!,241,2020-05-02T21:24:02.000Z,
"Hacer una ley no es solo escribirla. Es defender una idea, resistir los bloqueos y mantener viva la esencia de por qué importa. 

Detrás de cada ley que proponemos, está mi talentoso equipo que trabaja por Antioquia y por Colombia. Aquí te contamos los principales retos en la labor legislativa.",Daniel Carvalho,davalho,https://www.instagram.com/p/DQ_6ObXkbel/,21,@davalho ley Anti ruido el mayor chiste de la historia no sirvió para un forro perdida de tiempo que payasada,487,2025-11-13T13:42:10.000Z,
"Las causas que defendemos no pueden quedarse solas.

Antioquia, su gente, su naturaleza y su cultura necesitan ser defendidas en el Congreso.

Cuando Antioquia llama, hay que responder: 1️⃣1️⃣1️⃣",Daniel Carvalho,davalho,https://www.instagram.com/p/DUQgY3uitmz/,20,"Si no empiezan a obligar a la policía que deben hacer valer la ley y empezar a afectar el bolsillo de los que generan el ruido con las respectivas multas, la lise la seguirán pasando por la galleta",436,2026-02-02T13:59:49.000Z,
"Antioquia no es un parque de diversiones.
Es la casa de millones de personas, con cultura, naturaleza y paisajes que merecen respeto.

Defender el turismo responsable también es defender a quienes vivimos aquí. Que genere empleo, sí, pero sin destruir lo que nos hace únicos.

Seguiremos trabajando por una Antioquia que se cuida.

🗳️ Mira la cara de Galán y vota 111 por el Nuevo Liberalismo 💙

#TurismoResponsable #Camideambiente  #Antioquia #Medellín #NuevoLiberalismo",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DU3k9y7ia_B/,20,"Tienen ya caminado de Pastores, se apropiaron muy bien del Mira",185,2026-02-17T18:06:41.000Z,
"El turismo, cuando no se planifica bien, puede convertirse en un problema para nuestras comunidades, la naturaleza y la cultura local.

✅ Por eso, desde el Congreso lideramos el proyecto de ley de #TurismoSostenible: una iniciativa para que el turismo en Colombia sea responsable, cuide el ambiente, fortalezca a las comunidades y genere desarrollo real.

Porque planear el turismo es proteger nuestro presente y garantizar un futuro próspero para todos.

Conoce más en: https://carvalho.com.co/ley-de-turismo/

Cuéntanos en los comentarios qué te preocupa del turismo sin control 👇🏽",Daniel Carvalho,davalho,https://www.instagram.com/p/DPMEJIYkW50/,19,"Me preocupa que las normas no se cumplan. Y que no haya control de éstas, por parte de las autoridades: policivas, alcaldes, las corporaciones ambientales, los empresarios que llegan de afuera y los mismos locales. Para qué más proyectos, si no se aplica la ley y se permite la gentrificacion, no se controla el ruido existiendo una ley, se permite la tala, en fin, tanto bla, bla, bla, y no se ejecuta la normativa existente. Más pedagogía, más sanciones y que las autoridades ejerzan control.",466,2025-09-29T13:52:42.000Z,
"El ruido sí importa: afecta la salud, el descanso y la vida en comunidad. 

He estado con quienes lo viven. La ley ya existe y la propuesta también; ahora falta hacerla cumplir y acompañar su seguimiento. Quiero estar ahí para hacerlo contigo.🫂🤝🏻

Mira la cara de Galán y marca 111 a la Cámara por el Nuevo Liberalismo. ❤️

#Camideambiente #LeyContraelRuido",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUZYpkfiaSs/,19,Quien controla a los vendedores ambulantes con sus parlantes a todo volumen a toda hora por tod medellín,168,2026-02-06T00:39:56.000Z,
"Serie Árboles de Medellín
Capítulo 4: Árboles que son causas y que inspiran 🌳💚

Los árboles no solo nos dan sombra. También cuentan historias, inspiran movimientos y despiertan la imaginación.
Desde el Túnel Verde, símbolo de la defensa ciudadana a la biodiversidad urbana, hasta el Macondo, árbol que conecta la naturaleza con la literatura de Gabriel García Márquez, cada uno nos recuerda que cuidar lo vivo es también cuidar lo que somos.

¿Qué árbol te inspira a ti? Cuéntanos en los comentarios 👇🏽🌳",Daniel Carvalho,davalho,https://www.instagram.com/p/DPd8M6wkXzS/,19,"Y el @metrodemedellin  de la Av 80, que pasará con los miles y miles de árboles que hay en toda esa avenida?",369,2025-10-06T12:30:48.000Z,
"En nuestro #TourContraElRuido llegamos a San Luis, Antioquia. En esta ocasión, el Concejo Municipal nos recibió junto a diversos actores estratégicos para avanzar en la implementación de la Ley contra el Ruido. 

Este espacio fue además una oportunidad para socializar las herramientas que ofrece la nueva normativa en materia de pedagogía, control y sanción por parte de las autoridades.

Seguiremos trabajando para construir entornos más serenos y tranquilos, reduciendo los conflictos asociados al ruido.

Un especial agradecimiento a la concejala @gladiscelenipineda por abrirnos las puertas de su municipio. 

#leycontraelruido",Daniel Carvalho,davalho,https://www.instagram.com/p/DO59Rr1ke8o/,19,En Bogotá falta educar a la policía sobre esta ley. Más pedagógica por favor,212,2025-09-22T13:07:30.000Z,
"¿Quién gana realmente con el crecimiento del turismo?

En 2023, el turismo en Colombia alcanzó un récord histórico y en Antioquia su impacto económico se triplicó en seis años.

Pero más allá de las cifras, está el reto de construir un turismo que beneficie a todos: sostenible, responsable y pensado también para quienes habitan los territorios.

Conmemorando el Día Mundial del Turismo, hablamos de lo que hay detrás y de nuestra propuesta para un turismo que proteja la cultura, la naturaleza y el bienestar colectivo.

👉 Conoce más en www.carvalho.com.co

#TurismoSostenible #DiaMundialDelTurismo",Daniel Carvalho,davalho,https://www.instagram.com/p/DPJkWGHkZOa/,19,Efecto Petro. 👏,433,2025-09-28T14:36:50.000Z,
"Emocionado con este reto que asumo con mucho amor por mi tierra 🌱 

Voy a la Cámara por Antioquia, contra el ruido con serenidad, por la cultura y la biodiversidad.

Soy el #111 por el partido Nuevo Liberalismo en la Coalición Ahora Colombia.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DSgbprtCdEO/,18,"Con el Mira, ni un voto",380,2025-12-21T01:17:06.000Z,
"♥️ Oficialmente soy candidato a la Cámara de Representantes por el Nuevo Liberalismo ‼️

Asumo este reto con la emoción de quien cree profundamente en las causas justas y con la serenidad de saber que no camino solo. El trabajo que hemos construido, la defensa de nuestras banderas y el cariño de mi familia, mis amigos y tantas personas que han estado ahí me impulsan a darlo todo.

Sueño y trabajo por una Antioquia biodiversa, serena y cultural.

Si quieren ayudar, si tienen ideas o preguntas, no duden en escribirme o contactarme. ¡Vamos con toda! 🪻",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DRzuxz6jlqO/,18,@camideambiente felicitaciones paisano que orgullo para nuestro pueblo #granadaantioquia saber que más personas nos representan le deseo muchísimos éxitos en sus proyectos personales ojalá puedas llegar a la @camaracolombia #orgullogranadino💙💛💚 👍👍👍👏👏👏,336,2025-12-03T16:38:25.000Z,
"Lo que soy como persona y como profesional se lo debo, en gran parte, a la enseñanza clínica del derecho, método que se diferencia de la visión formalista, vertical, memorística y tradicional; el cual se constituyó en una alternativa para formar personas y abogadas(os) conscientes de su papel como gestores de cambios en la sociedad.

Se cumple un sueño. Desde este año soy el nuevo Director de la Clínica Jurídica de Medio Ambiente y Salud Pública de la Universidad de los Andes –MASP-. Vuelvo a la academia (la verdad nunca me fui) y desde allí seguiré trabajando los temas ambientales. Junto con la talentosa @danigaragu, estudiantes de IX y X semestre, profesores asociados, asistentes de investigación, aliados de todos los sectores y voluntarios estaremos aportando a la construcción de una democracia ambiental en el país.

Si creen que en algo podemos apoyar o ayudar, no duden en contactarnos a los correos cc.quinterog@uniandes.edu.co y clinicamasp@uniandes.edu.co o en la Carrera 7 # 22-86 (Bogotá)",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BtCt4sRHvP6/,18,"Felicitaciones👏, mereces todo lo bueno!",216,2019-01-25T03:28:25.000Z,
"La pólvora y el ruido afectan la vida y tranquilidad de las personas y los animales. 

En estas fiestas navideñas, pensemos en los demás. Podemos gozar sin afectar la tranquilidad de nuestros vecinos.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DSGp1QqCa6g/,17,"Lo queremos mucho, pero la ley antirruido aún no se está implementando. La policía responde a las llamadas, promete ayuda, pero no la envía nunca. Nos estamos enfermando, por favor busquen la forma de que la ley se aplique. Es una súplica.",238,2025-12-11T01:03:35.000Z,
"Continuamos haciendo control para la implementación de la Ley contra el Ruido desde el Congreso de la República. 

En esta ocasión citamos a diversas instituciones de carácter nacional y regional para que presentaran sus avances en la aplicación de la normativa, así como los retos que enfrentan para garantizar su cumplimiento efectivo.

Seguiremos haciendo espacios de seguimiento y control para lograr que la Ley contra el Ruido se cumpla plenamente en todo el territorio nacional.

#leycontraelruido",Daniel Carvalho,davalho,https://www.instagram.com/p/DQZ1oGYjxji/,17,Que excelente ley pero no se hace cumplir  llegan a las 3 am ponen parlante a todo volumen y disparan al aire para espantar la policia ..pasa en tulua valle,95,2025-10-29T19:01:51.000Z,
"Realizamos un recorrido por varios lugares de Medellín para conversar sobre tres leyes que hemos logrado materializar con nuestro trabajo legislativo: la Ley de Canasta Básica Cultural, la Ley contra el Ruido y la Ley de Ciudades Verdes. 

Estos encuentros se llevaron a cabo con un propósito pedagógico, orientado a promover la apropiación e implementación efectiva de cada una de estas normas.

Conoce más sobre nuestra agenda legislativa en www.carvalho.com.co",Daniel Carvalho,davalho,https://www.instagram.com/p/DMdgeB2PYMp/,17,Los queremos invitar a Dosquebrqdas para que conozcan cómo una área de ofrecían de suelos donde no se puede construir va a ser deforestada para hacer el segundo edifico más grande del municipio. Porfavor apoyo con la ley de ciudades verdes,198,2025-07-23T18:56:30.000Z,
"Un despecho es muy duro, pero más duro es sufrir con un vecino ruidoso.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DSaXzX3jgXI/,17,"Estamos mamadisimosssssssss del ruido. Ahor aun dia algo asi todavia se tolera, pero todos los fines de semana es insoportable el problema es la policia, las alcaldias que no ejercen orden",141,2025-12-18T16:50:56.000Z,
"En el tour sobre la implementación de la #LeyContraElRuido, el equipo legislativo de la Ley 2450, @camiloeldeambiente y @danielduquevel, llegó a la @alcaldiagranadaantioquia y al @concejogranada a conversar y capacitar a diversos actores para reducir los conflictos por esta problemática. 

Este espacio de diálogo fue la ocasión para establecer una mesa de trabajo que impulsará su efectivo cumplimiento en el municipio.

Cuéntanos en los comentarios qué municipio de Antioquia quieres que visitemos en el Tour contra el Ruido 👇🏽",Daniel Carvalho,davalho,https://www.instagram.com/p/DKwpHUIMIss/,17,"Por favor por favor hagan que lean este mensaje ya no puedo mas he recibido amenazas por parte de unos vecinos, todos los fines de semana ponen un parlante a todo volumen, llamo a la policia y no hacen nada, dicen que ellos tienen que salvar su vida me cuelgan el telefono parece que la delincuente fuera yo. Por favor ayudenme se los ruego no se que hacer ayudenme",128,2025-06-11T12:14:09.000Z,
"Junto a nuestros equipos, respondimos preguntas random… ¡y también unas bastante políticas! 🤔 

#politica #colombia #congreso",Daniel Carvalho,davalho,https://www.instagram.com/p/C_bUo3zxZuy/,17,Personas bonitas :),827,2024-09-02T19:44:41.000Z,
"Atender el ruido no es un asunto menor.

En Colombia, esta problemática es mas que un tema ambiental. Genera conflictos, afecta la salud y puede incluso causar pérdidas patrimoniales.

Por eso, la #LeycontraelRuido plantea una ruta clara: pedagogía, prevención, control y, si es necesario, sanción. En ese orden y con esas prioridades, podemos construir ciudades más tranquilas, respetuosas y serenas.

Conoce más sobre la Ley en el link de la bio.",Daniel Carvalho,davalho,https://www.instagram.com/p/DK1toekRqM_/,17,Es de adorno esta ley @nomasmirey @alexandramejia_guzman,232,2025-06-13T11:27:08.000Z,
"Audiencia Pública en Medellín: Turismo sostenible

Te invitamos a este espacio de diálogo sobre nuestro proyecto de ley que fortalece la gestión integral del turismo y protege a las comunidades residentes.

📍 Lugar: La Pascasia, Medellín (Calle 47 # 43–88)
🗓️ Fecha y hora: Jueves 30 de octubre, 2:30 p.m.
📝 Entrada libre con previa inscripción: https://docs.google.com/forms/d/1af136ry40we3Gd09bmfg9N8tNgR-uwQl5p6DDyCMC3I/edit

“Que el turismo no nos borre del mapa, sino que nos integre a él”. Vamos por un turismo responsable, sostenible y protector de nuestra identidad y bienestar comunitario.

👉🏽 Descarga el proyecto de ley aquí: https://carvalho.com.co/ley-de-turismo/

✉️ Si no alcanzas a intervenir, envía tus aportes a: daniel.carvalho@camara.gov.co

Los cupos e intervenciones se confirmarán por correo.

#turismosostenible #turismomedellín #medellín #turismo",Daniel Carvalho,davalho,https://www.instagram.com/p/DQNIV9uD2sV/,16,"Por favor tenga en cuenta parques del Río, llevamos días alcaldías donde pasan por encima de los habitantes sin sentir el más mínimo remordimiento",682,2025-10-24T20:20:02.000Z,
"Decidí tomar la ruta hacia el Congreso de la República para defender las causas en las que creo y he trabajado: la protección de la naturaleza, la defensa de los animales, la convivencia, la cultura y la lucha contra el ruido.

🗳️ Mi número es el 111 a la Cámara por el Nuevo Liberalismo, en la Coalición Ahora Colombia.

¿Tienes preguntas sobre esta ruta? Te leo 👇🏽

#camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DTQESooDvmX/,16,AY QUE LINDO!,234,2026-01-08T13:16:32.000Z,
Filosofía y naturaleza 🐢🌱,Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/BVpl21-gzNn/,16,@camilo_quintero_giraldo Eavemaria!!! Que cosita tan sabrosa y tesa sos Cami!!! 😍😍,157,2017-06-22T17:15:11.000Z,
"¡Qué felicidad!

Aprobado el Acuerdo de Escazú en el Congreso, un trabajo colectivo de varios años. 

Información, participación, justicia, defensa ambiental y ambiente sano. 

Sigue lo más importante: cumplirlo. 

✊🏽💚",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/CjjvpDtj7b_/,15,💚,196,2022-10-11T03:33:59.000Z,
"Hoy en el #DíaNacionalContraElRuido estamos en San Luis, Antioquia en el Tour de las Leyes, sembrando semillas de serenidad y biodiversidad que florecerán en más vida y más tranquilidad para todo el departamento. 

Hoy capacitando a la Alcaldía, Concejo y Policía del municipio sobre la Ley contra el Ruido y la Ley de Ciudades Verdes porque soñamos con una Antioquia que cuide su naturaleza y a las personas. 

Gracias a la concejala @gladiscelenipineda por abrir este espacio en el Día Nacional contra el Ruido y al representante @davalho por caminar juntos en este sueño colectivo 💚",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DN9CXlQElbX/,15,@concejocopacabana,168,2025-08-29T21:20:29.000Z,
"Así va nuestra potente fórmula en Antioquia 
👉🏻Mira y marca la cara de Galán Camilo Quintero a la Cámara #111 🗳️
👉🏻Mira y marca la cara de Galán Juan Sebastián Gómez al Senado #1
Antioquia se defiende ✊🏻🚩",Juan Sebastián Gómez Gonzales,jua11se,https://www.instagram.com/p/DU8vVinETMk/,15,"MIRA Y NUEVO LIBERALISMO 😢😢😢, y como se vota por partidos ni modo, no hay voto para ustedes,  para sus ideas claro que si, pero qur que bruts",300,2026-02-19T18:15:27.000Z,
"¡Amigo motero! 

Aquí te dejamos estas 5 reglas básicas de seguridad y convivencia para que cuides tu bienestar y el de todos en la vía. Porque rodar con responsabilidad y respeto es parte del viaje.

Cuéntanos en los comentarios cuál de estas reglas aplicas siempre que sales a rodar, y etiqueta a ese amigo que necesita ver esto. 👇🏽",Daniel Carvalho,davalho,https://www.instagram.com/p/DJjquwLxx9r/,15,Aprender a decir exhosto…,193,2025-05-12T14:45:40.000Z,
"El nuevo “indígena” que apareció ayer no tiene nada de mártir.

De pecador, va sobrado y especialista en romper un mandamiento básico: NO ROBARÁS.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DSVygBGkpqq/,14,Asqueroso eso increíble... Eso sí es una secta de dos jjajaaj,204,2025-12-16T22:06:54.000Z,
"🦜💔 Un chigüiro hembra, su cría y una lora murieron por la pólvora y el ruido en el Parque de la Conservación (antiguo Zoológico de Medellín).

Busquemos formas de celebrar que no afecten a los animales. Por favor, no más pólvora ruidosa.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DSc95AejnB8/,14,"Ojalá estas leyes sean aprobadas y sobre todo se hagan RESPETAR, PORQUE DE NADA SIRVE UBA LEY SI LOS ENTES ENCARGADOS NO VELAN PORQUE SE HAGA RESPETAR! fue increíble ver cómo la fauna silvestres de las reservas  y áreas naturales  cerca del parque ditáires estresados por la pólvora de los vecinos nada concientes y ni un policía se vio ni de lejos , y tenían muy fácil capturar a los que prendían esa pólvoras y dañando hasta el asfalto de las calles y después se quejan que las calles tienen huecos.",342,2025-12-19T16:59:50.000Z,
"Recién los prendimos y ya se están robando los alumbrados en Medellín 😱

Estemos atentos, cuidemos lo nuestro y no dejemos que unos cuantos dañen una tradición que nos une y representa como ciudad.

🎄✨👪",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DSD7GKHCXy3/,14,😢😢,219,2025-12-09T23:34:41.000Z,
"Acompáñanos mañana desde la 1 p. m. en el corazón de Medellín para celebrar los 150 años de vida de los árboles y palmas patrimoniales de la Plazuela San Ignacio. Un encuentro lleno de historia, cultura y naturaleza, para redescubrir cómo estos gigantes verdes han crecido al ritmo de la ciudad.

Recuerda que el evento es de libre acceso y para todas las edades.",Daniel Carvalho,davalho,https://www.instagram.com/p/DI33ZfrxxrC/,14,"Siguen con el cerramiento. La Ley de Ciudades Verdes aplica al 100%. Se deben tomar acciones urgentes. Esto puede llevar incluso a enviar a la cárcel a quienes están utilizando acciones legales para hacer jugadas ilegales. La CARDER no está actuando como garante de protección.
Ya le envié dos fotos más por interno. También le escribí a su compañero de equipo, pero aún no responde.
Urge su atención. Urge pronto. Gracias. @davalho @camiloeldeambiente",378,2025-04-25T14:35:26.000Z,
"Si el 70% de las llamadas al 123 son por ruido y muchas ni siquiera se atienden, algo está fallando. 

La tranquilidad no puede depender de la suerte. Por eso vamos a crear la línea 111 contra el ruido, para que las quejas se atiendan y la ley se cumpla. 

🗳️ Mira la cara de Galán y vota 111 por el Nuevo Liberalismo ♥️ 

#LeyContraElRuido #Camideambiente #Medellín #Antioquia #Tranquilidad",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DU9XaTcFHAD/,13,Y nunca llega el cuadrante,117,2026-02-20T00:00:00.000Z,
"🌿 Hoy desde Primero la Gente acompañamos la Fiesta de la Serenidad en la Nueva Villa de Aburrá.
Creemos en una Medellín para todos: una ciudad de disfrute, armonía y encuentro comunitario, donde estos espacios se vivan con alegría y propósito. ✨💜

🤝 Junto a Camilo Quintero, Daniel Duque y muchos más, nos parchamos entre cartas 🃏, manualidades 🎨 y momentos que nos recuerdan otra Medellín posible: lejos del ruido y más cerca de nuestra esencia como ciudad. 🌆

Desde Primero la Gente seguimos soñando y trabajando por una Medellín distinta, que apuesta por nuevas formas de convivir y construir juntos. 🌍💜

🙌 Primero la gente. Primero Medellín.

#juventud #medellín #primerolagente #cdj #eleccionesjuveniles",Tomás Miñán J.,tomasminan,https://www.instagram.com/p/DOR-yyejBjC/,13,En definitiva la mejor lista de Medellín 🔥,149,2025-09-07T00:30:00.000Z,
"No soy Aragorn ni rey de Gondor.
Soy un man de Granada, que lleva años defendiendo Medellín y Antioquia con perrenque.

Continuaré mi trabajo por la tranquilidad, el ambiente, la cultura y los animales. 

🗳️ Mira la cara de Galán y marcá 111 💙

#Camideambiente #Medellín #Antioquia#NuevoLiberalismo",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUrc00VCZIc/,13,"No soy Cami de Mira, esta capa me la dieron en Mira, los pastores, se usa para recoger los diezmos",163,2026-02-13T01:02:15.000Z,
"Tenemos una deuda con nuestro río y con nuestras quebradas. 

Si la naturaleza insiste en sobrevivir, nosotros también tenemos que insistir en cuidarla. Recuperar el vínculo con el río y las quebradas no es romanticismo, es salud pública, calidad de vida y futuro para Medellín y el Valle del Aburrá.

✅ Revivir el Instituto Mi Río es una apuesta en la que creo. 

🗳️ Mira la cara de Galán y vota 111 por el Nuevo Liberalismo 💙❤️

#CamideAmbiente #RíoMedellín #111ALaCámara #Medellín #Antioquia NuevoLiberalismo",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DU82BDJiTbx/,13,Nutrias ? What ? Wow que suerte la de los medellinences,191,2026-02-19T19:09:47.000Z,
"Pegatón en el Parque El Poblado con mi amigo @davalho y @elconvite_med. 🫂 Felices de estar en la calle llevando un mensaje de serenidad. 

Por el ambiente, contra el ruido, por los animales y la cultura. 🙌🏻🫶🏻

💙 Vota 111 a la Cámara

#camideambiente #leycontraelruido #ambiente #cultura #bienestaranimal🐾",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUdzSXECehl/,13,👏👏👏👏👏,368,2026-02-07T17:52:14.000Z,
"En navidad no vamos bien: parece que la convivencia en Medellín está rota. 

Este diciembre vemos que la pólvora y el ruido son problemas que pueden escalar y afectar la integridad de las personas. 

Una ciudad serena también es una ciudad más segura.",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DSlLvrvknZi/,13,"El problema no es la fiesta en si, ella es parte de nosotros, de todas las sociedades, el problema va por otro lado. Esta sociedad debe ser atendida según su valor cultural y no con fórmulas urbanas externas, es necesario tener una reflexión colectiva sobre las narrativas que estamos promoviendo, no podemos seguir promoviendo la idea de una sociedad innovadora e ilegal a la vez; no podemos seguir promoviendo acciones de odio por parte de los líderes de mayor influencia en la ciudad;  no podemos seguir promoviendo los espectáculos públicos con narrativas que incitan y motivan a la acción individual por encima de la colectiva. Hablemos de lo colectivo como valor público y del interés individual como causa central del problema.",230,2025-12-22T21:35:32.000Z,
"Presentamos un proyecto de ley sencillo, pero necesario, que busca resolver un vacío en la obtención de la tarjeta profesional para quienes trabajan en el sector de la construcción. 

No se trata de flexibilizar requisitos, sino de reconocer la formación de otros programas académicos para que también sean valorados y sus profesionales puedan ejercer plenamente.

Conoce más detalles en: www.carvalho.com.co",Daniel Carvalho,davalho,https://www.instagram.com/p/DQ9rvUxERhB/,12,Que carreras son esas? Hasta donde tengo entendido el COPNIA otorga matrículas a un amplio grupo de profesionales.,239,2025-11-12T16:54:00.000Z,
"Uno de los principales retos ambientales del Valle de Aburrá es el manejo de los residuos. Este es un tema que me preocupa y que lideraré desde el Congreso de la República para encontrar soluciones.

✅ ¿Qué alternativas tenemos? Mi querido amigo @mauriciofacio_ nos habla de las oportunidades ambientales y económicas que se dan al implementar un esquema que combine cultura ciudadana y aprovechamiento de residuos.

Vamos por una Medellín y una Antioquia más sostenibles. Por eso, mira la cara de Galán y marca 111 – Nuevo Liberalismo ❤️

#camideambiente",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DUBBU-TCPAe/,12,"Hay que hacer recolección selectiva, si en La Ceja o en Santo Domingo lo hacen no se puede quedar Medellín atrás. Promover el compostaje en los hogares/unidades residenciales hasta que se vuelva obligatorio y cambiar los incentivos para que @emvarias no haga más plata por tonelada dispuesta sino que sea por material reciclado que se incentive e involucrar a los reccuperadores en la economía formal, apoyar las cooperativas y asociaciones de recicladores para brindarles condiciones dignas",134,2026-01-27T13:34:06.000Z,
"Este 2026, mis propósitos no son personales, son para Medellín. 🌿🏠
Enero siempre llega con la presión de la “hoja en blanco”: ir al gimnasio, ahorrar más, viajar... pero a veces se nos olvida que nuestros sueños individuales dependen de un contexto común.

De nada sirve prometer “paz mental” si el tráfico nos roba la calma. De nada sirve querer “ahorrar” si el arriendo en nuestros barrios se dispara sin control. 📉

En El Convite creemos que la serenidad no es un privilegio, es un derecho. Por eso, este año cambiamos la lista de deseos por una lista de acciones colectivas:

✅ Priorizar la salud ambiental (calidad del aire) sobre el cemento. ✅ Defender el derecho a la vivienda justa y quedarnos en nuestros barrios. ✅ Pasar de la indignación en redes a la organización en la calle.

Parce, no nos quedemos solo con la idea. Estamos armando el grupo de ciudadanos para cuidar lo que amamos de esta ciudad.

#elconvite #medellin #propósitos2026 #belén #elpobladomedellin #laureles",El Convite,elconvite_med,https://www.instagram.com/p/DTK35wmjhjZ/,12,"Recuperar el Parque de el Poblado y devolver la vida al territorio
junio 13, 2019
Boletín 199 
RECUPERAR EL PARQUE DE EL POBLADO Y DEVOLVER LA VIDA AL TERRITORIO
13 de junio de 2019
Solicitaron los Concejales
Devolver la dinámica nocturna al parque de El Poblado como un sitio con alto valor cultural, territorial y patrimonial para los habitantes, es la conclusión del debate realizado hoy, en el cual se manifestó además que, desde la aplicación del Código Nacional de Policía se ha deteriorado el lugar en términos de seguridad y convivencia, por lo cual, la Administración Municipal debe crear estrategias para que vuelva la vida al lugar y desde la cultura se enseñe al ciudadano a vivirlo en noche. 
El concejal Daniel Carvalho Mejía, citante del debate, aseguró que este debate defiende el derecho a la ciudad y al espacio público como el lugar donde las personas nos podemos encontrar para ser diferentes, pero con los mismos derechos. 
Agregó que el Parque de El Poblado tiene valor histórico, estético y social; y expresó su preocupación con las apreciaciones de la Personería municipal en las cuales se indica que en el lugar han mejorado las condiciones de seguridad y convivencia cuando las cifras demuestran lo contrario. 
Propuso que cada año en el mes de marzo, se institucionalice la realización de la Fiesta del Parque del Poblado para fortalecer la apropiación ciudadana del espacio público, celebrar la diversidad que se reúne en él y construir un entorno protector para fortalecer la convivencia. 
Además, con el apoyo de la ciudadanía, comerciantes, actores culturales y los diferentes colectivos ciudadanos efectuar actividades que promuevan la apropiación del Parque mediante el fomento del arte, la cultura, la convivencia y el cuidado del medio ambiente, agregó Carvalho Mejía. 
Asimismo, realizar un piloto de cultura ciudadana por tres meses con el programa Convive la Noche para fomentar la vida nocturna en el Parque como un entorno protector en el autocontrol, el respeto por el otro, el cuidado del espacio público y “cero basuras”, estrategia que debe ser medida para evaluar su impacto. 
Al respecto, el concejal Jesús Aníbal Echeverri J",112,2026-01-06T12:52:04.000Z,
"Ayer realizamos la audiencia pública sobre nuestro proyecto de ley de turismo responsable, un espacio de diálogo e intercambio de ideas que nos permitió fortalecer esta iniciativa legislativa.

El turismo es una gran oportunidad para el país y nuestro compromiso es impulsar su crecimiento de manera sostenible y justa. 

Conoce más sobre el proyecto en 👉 www.carvalho.com.co￼",Daniel Carvalho,davalho,https://www.instagram.com/p/DQfMuqPD5zo/,12,Me puedes enviar más datos de la ley general de turismo.,122,2025-10-31T20:52:32.000Z,
"Parchando y bailando salsa con @badbunnypr ❤️. Esta campaña es solo serenidad, cultura y baile. #badbunny #medellin",Camilo Quintero Giraldo,camideambiente,https://www.instagram.com/p/DT5_imAks1E/,11,🔥🔥🔥 quién es ese man que está con vos Cami?😍,202,2026-01-24T20:03:07.000Z,
